131,84,Checking,9028.08,Locked
132,9,Checking,6365.77,Locked
133,53,Checking,1724.51,Locked
134,100,Checking,4540.48,Inactive
135,27,Credit,6132.59,Active
136,78,Checking,9925.84,Inactive
137,96,Credit,5787.13,Inactive
138,71,Credit,4996.68,Locked
139,85,Credit,7229.75,Inactive
140,37,Savings,4374.47,Inactive
141,49,Credit,5242.48,Locked
142,55,Checking,829.19,Locked
143,50,Savings,3881.83,Active
144,62,Checking,3124.27,Active
145,10,Savings,8872.42,Active
146,57,Checking,5627.63,Active
147,34,Credit,3280.83,Locked
148,68,Checking,2736.81,Locked
149,9,Credit,6014.68,Locked
150,42,Credit,6653.87,Inactive
151,91,Checking,9359.75,Locked
152,96,Credit,6836.71,Locked
153,18,Savings,936.23,Locked
154,41,Checking,8296.39,Active
155,48,Checking,603.86,Inactive
156,9,Checking,7436.75,Active
157,73,Credit,8874.21,Active
158,31,Credit,4491.57,Locked
159,3,Credit,1256.2,Active
160,62,Savings,797.67,Locked
161,62,Credit,4315.08,Active
162,20,Savings,5917.97,Inactive
163,54,Credit,1829.29,Active
164,20,Credit,1013.98,Locked
165,35,Checking,3414.56,Active
166,49,Checking,6238.75,Inactive
167,62,Savings,7860.34,Active
168,69,Checking,6715.06,Active
169,10,Credit,791.7,Active
170,44,Savings,8302.3,Locked
171,17,Checking,2298.67,Inactive
172,88,Savings,5820.55,Inactive
173,91,Savings,7972.09,Locked
174,45,Savings,8093.58,Locked
175,75,Checking,2547.02,Inactive
176,24,Credit,4001.61,Locked
177,100,Checking,8982.08,Inactive
178,57,Credit,7443.17,Locked
179,42,Credit,3801.86,Active
180,81,Checking,8345.96,Locked
181,49,Savings,9191.87,Locked
182,9,Checking,7530.09,Locked
183,31,Savings,8921.11,Inactive
184,55,Savings,7607.44,Locked
185,90,Checking,5033.23,Locked
186,50,Savings,2315.74,Inactive
187,9,Credit,4491.73,Locked
188,44,Credit,381.02,Locked
189,9,Savings,640.24,Locked
190,18,Savings,460.06,Inactive
191,38,Credit,7041.51,Locked
192,30,Checking,8546.4,Locked
193,72,Checking,1692.74,Locked
194,51,Credit,6692.59,Inactive
195,30,Savings,718.26,Active
196,21,Checking,7118.59,Active
197,53,Savings,1344.99,Active
198,92,Savings,8497.44,Active
199,51,Savings,2385.39,Active
200,19,Credit,6527.85,Active
