45,9,813,Fraud Investigation,Pending,Account Services
46,85,1962,Card Dispute,Pending,Operations
47,11,1294,Card Dispute,Resolved,Customer Support
48,2,1901,Card Dispute,Open,Account Services
49,62,1413,Fee Refund,Escalated,Fraud Team
50,35,51,Account Lockout,Resolved,Customer Support
51,18,1151,Fraud Investigation,Escalated,Fraud Team
52,54,1746,Failed Transfer,Closed,Fraud Team
53,76,1854,Fraud Investigation,Open,Account Services
54,80,392,Fraud Investigation,Escalated,Operations
55,23,16,Fraud Investigation,Escalated,Operations
56,96,1583,Fraud Investigation,Resolved,Operations
57,61,697,Fraud Investigation,Open,Customer Support
58,20,966,Card Dispute,Pending,Customer Support
59,45,557,Account Lockout,Escalated,Customer Support
60,87,54,Card Dispute,Pending,Account Services
61,32,1726,Card Dispute,Open,Customer Support
62,67,281,Card Dispute,Resolved,Account Services
63,64,1271,Failed Transfer,Resolved,Operations
64,73,1533,Card Dispute,Open,Customer Support
65,71,1743,Failed Transfer,Resolved,Fraud Team
66,25,104,Account Lockout,Escalated,Account Services
67,58,27,Failed Transfer,Open,Customer Support
68,9,1542,Card Dispute,Escalated,Operations
69,18,228,Account Lockout,Resolved,Account Services
70,23,563,Card Dispute,Resolved,Operations
71,67,908,Card Dispute,Open,Fraud Team
72,31,286,Failed Transfer,Escalated,Account Services
73,38,929,Card Dispute,Escalated,Customer Support
74,85,1613,Card Dispute,Escalated,Fraud Team
75,43,1761,Fraud Investigation,Pending,Fraud Team
76,47,1020,Card Dispute,Escalated,Account Services
77,28,1150,Failed Transfer,Resolved,Customer Support
78,42,1490,Account Lockout,Resolved,Fraud Team
79,98,1152,Failed Transfer,Closed,Fraud Team
80,78,539,Fee Refund,Closed,Fraud Team
81,61,572,Fraud Investigation,Resolved,Customer Support
82,66,1499,Account Lockout,Pending,Fraud Team
83,50,1334,Card Dispute,Open,Customer Support
84,79,160,Fee Refund,Closed,Account Services
85,83,1948,Fraud Investigation,Pending,Customer Support
86,55,437,Fee Refund,Closed,Customer Support
87,49,1692,Fraud Investigation,Escalated,Customer Support
88,84,74,Failed Transfer,Escalated,Operations
89,83,1636,Fraud Investigation,Closed,Account Services
90,47,532,Fee Refund,Open,Operations
91,78,535,Fee Refund,Closed,Customer Support
92,42,59,Fraud Investigation,Closed,Customer Support
93,1,558,Fee Refund,Resolved,Customer Support
94,65,934,Card Dispute,Open,Customer Support
95,30,841,Account Lockout,Escalated,Customer Support
96,97,751,Card Dispute,Escalated,Operations
97,83,1552,Card Dispute,Open,Fraud Team
98,46,800,Failed Transfer,Open,Account Services
99,65,1572,Fraud Investigation,Open,Account Services
100,24,1005,Card Dispute,Escalated,Account Services
101,32,542,Fraud Investigation,Pending,Operations
102,22,1696,Account Lockout,Closed,Operations
103,100,92,Card Dispute,Resolved,Operations
104,90,1326,Failed Transfer,Closed,Account Services
105,22,962,Fee Refund,Escalated,Operations
106,52,1862,Failed Transfer,Open,Customer Support
107,78,1984,Failed Transfer,Resolved,Operations
108,12,163,Fee Refund,Open,Fraud Team
109,32,570,Failed Transfer,Escalated,Account Services
110,88,45,Fraud Investigation,Open,Fraud Team
111,1,1793,Failed Transfer,Escalated,Account Services
112,16,1073,Card Dispute,Closed,Account Services
113,16,738,Fee Refund,Open,Account Services
114,59,252,Account Lockout,Closed,Operations
115,59,1478,Account Lockout,Escalated,Customer Support
116,73,1821,Failed Transfer,Open,Account Services
117,10,381,Account Lockout,Escalated,Fraud Team
118,23,506,Account Lockout,Pending,Account Services
119,30,276,Failed Transfer,Open,Customer Support
120,96,752,Card Dispute,Resolved,Operations
121,55,380,Fee Refund,Resolved,Fraud Team
122,83,1636,Account Lockout,Escalated,Operations
123,83,438,Card Dispute,Pending,Customer Support
124,61,345,Account Lockout,Pending,Operations
125,71,564,Fee Refund,Closed,Operations
126,69,674,Failed Transfer,Pending,Operations
127,71,958,Card Dispute,Closed,Operations
128,55,437,Account Lockout,Pending,Customer Support
129,48,597,Fraud Investigation,Pending,Fraud Team
130,11,1076,Account Lockout,Open,Account Services
131,42,1490,Account Lockout,Closed,Customer Support
132,97,1098,Failed Transfer,Pending,Customer Support
133,67,605,Fee Refund,Closed,Account Services
134,48,748,Fraud Investigation,Escalated,Customer Support
135,73,1301,Card Dispute,Resolved,Account Services
136,83,1459,Fee Refund,Open,Customer Support
137,48,1887,Fee Refund,Open,Customer Support
138,31,72,Fraud Investigation,Pending,Customer Support
139,78,1592,Fee Refund,Open,Account Services
140,30,1811,Failed Transfer,Escalated,Customer Support
141,79,989,Account Lockout,Pending,Customer Support
142,100,520,Fee Refund,Closed,Account Services
143,21,1127,Fraud Investigation,Resolved,Fraud Team
144,97,12,Fraud Investigation,Closed,Account Services
145,60,357,Failed Transfer,Open,Customer Support
146,55,1649,Fee Refund,Escalated,Fraud Team
147,27,1114,Failed Transfer,Escalated,Fraud Team
148,64,499,Fee Refund,Pending,Customer Support
149,89,1388,Failed Transfer,Escalated,Account Services
150,30,1313,Card Dispute,Open,Operations
151,97,269,Fraud Investigation,Pending,Fraud Team
152,50,718,Fee Refund,Open,Fraud Team
153,5,1910,Failed Transfer,Escalated,Operations
154,80,112,Fee Refund,Resolved,Account Services
155,38,1675,Fraud Investigation,Resolved,Operations
156,73,523,Account Lockout,Pending,Operations
157,32,1051,Card Dispute,Closed,Customer Support
158,84,1567,Fraud Investigation,Escalated,Fraud Team
159,78,424,Failed Transfer,Closed,Account Services
160,22,1618,Account Lockout,Open,Fraud Team
161,51,1570,Fraud Investigation,Pending,Customer Support
162,1,95,Card Dispute,Open,Customer Support
163,20,1479,Fee Refund,Open,Operations
164,87,1995,Fraud Investigation,Resolved,Operations
165,47,769,Fraud Investigation,Closed,Fraud Team
166,38,855,Fraud Investigation,Pending,Customer Support
167,20,896,Account Lockout,Closed,Operations
168,1,487,Fee Refund,Closed,Customer Support
169,25,1804,Failed Transfer,Open,Operations
170,100,364,Fraud Investigation,Escalated,Customer Support
171,22,962,Fraud Investigation,Open,Operations
172,78,237,Account Lockout,Pending,Account Services
173,62,856,Card Dispute,Escalated,Operations
174,49,224,Fraud Investigation,Escalated,Operations
175,78,459,Account Lockout,Escalated,Operations
176,31,1471,Failed Transfer,Pending,Customer Support
177,91,1315,Account Lockout,Closed,Fraud Team
178,41,1178,Fraud Investigation,Closed,Customer Support
179,35,613,Account Lockout,Escalated,Operations
180,23,481,Card Dispute,Escalated,Fraud Team
181,91,522,Failed Transfer,Pending,Fraud Team
182,33,1528,Failed Transfer,Escalated,Customer Support
183,83,664,Fraud Investigation,Pending,Fraud Team
184,62,1059,Fraud Investigation,Pending,Operations
185,16,1257,Card Dispute,Escalated,Customer Support
186,2,326,Account Lockout,Pending,Fraud Team
187,72,1394,Failed Transfer,Open,Customer Support
188,41,307,Failed Transfer,Pending,Customer Support
189,43,844,Card Dispute,Closed,Fraud Team
190,80,1534,Fee Refund,Pending,Customer Support
191,23,454,Card Dispute,Open,Account Services
192,87,1719,Card Dispute,Closed,Fraud Team
193,98,1129,Fee Refund,Closed,Customer Support
194,49,31,Card Dispute,Escalated,Customer Support
195,90,1503,Fraud Investigation,Escalated,Customer Support
196,15,1885,Account Lockout,Closed,Operations
197,89,1065,Card Dispute,Open,Customer Support
198,43,1761,Card Dispute,Escalated,Fraud Team
199,1,1177,Account Lockout,Resolved,Account Services
200,71,1067,Fraud Investigation,Resolved,Fraud Team
201,73,1797,Card Dispute,Closed,Operations
202,31,1144,Fraud Investigation,Pending,Account Services
203,76,838,Card Dispute,Open,Fraud Team
204,98,1509,Account Lockout,Resolved,Fraud Team
205,96,463,Card Dispute,Open,Customer Support
206,3,1604,Card Dispute,Pending,Customer Support
207,73,1266,Failed Transfer,Escalated,Operations
208,73,1797,Failed Transfer,Escalated,Account Services
209,37,440,Account Lockout,Resolved,Account Services
210,11,1664,Failed Transfer,Open,Fraud Team
211,46,1741,Card Dispute,Resolved,Operations
212,47,769,Fraud Investigation,Open,Customer Support
213,35,51,Failed Transfer,Pending,Operations
214,62,222,Fraud Investigation,Open,Customer Support
215,34,1012,Fee Refund,Pending,Account Services
216,65,497,Fraud Investigation,Closed,Fraud Team
217,17,923,Fraud Investigation,Closed,Operations
218,4,1895,Card Dispute,Resolved,Operations
219,80,811,Fee Refund,Resolved,Customer Support
220,78,1592,Card Dispute,Closed,Account Services
221,53,1891,Account Lockout,Pending,Operations
222,78,435,Fraud Investigation,Open,Fraud Team
223,4,1653,Account Lockout,Open,Account Services
224,38,277,Fraud Investigation,Open,Operations
225,76,810,Fraud Investigation,Closed,Customer Support
226,62,222,Account Lockout,Open,Account Services
227,3,312,Fee Refund,Resolved,Fraud Team
228,85,470,Fraud Investigation,Closed,Fraud Team
229,64,1905,Failed Transfer,Open,Operations
230,83,1796,Account Lockout,Resolved,Customer Support
231,19,1602,Card Dispute,Resolved,Account Services
232,89,385,Account Lockout,Closed,Customer Support
233,89,1009,Failed Transfer,Resolved,Account Services
234,47,942,Failed Transfer,Open,Operations
235,3,1814,Fraud Investigation,Resolved,Operations
236,76,118,Account Lockout,Closed,Fraud Team
237,18,1866,Card Dispute,Pending,Customer Support
238,81,1363,Account Lockout,Open,Operations
239,80,607,Card Dispute,Escalated,Fraud Team
240,57,928,Fraud Investigation,Closed,Fraud Team
241,15,287,Failed Transfer,Open,Account Services
242,32,1740,Card Dispute,Pending,Operations
243,23,454,Fraud Investigation,Closed,Operations
244,92,383,Fraud Investigation,Escalated,Operations
245,4,1895,Fraud Investigation,Pending,Account Services
246,72,1830,Fraud Investigation,Escalated,Account Services
247,23,1568,Fee Refund,Pending,Operations
248,27,379,Fee Refund,Escalated,Operations
249,100,1236,Fee Refund,Resolved,Account Services
250,42,1742,Fraud Investigation,Closed,Fraud Team
251,63,374,Failed Transfer,Pending,Operations
252,97,1416,Fee Refund,Open,Account Services
253,16,814,Fraud Investigation,Open,Account Services
254,70,626,Account Lockout,Escalated,Account Services
255,60,1946,Failed Transfer,Pending,Customer Support
256,31,62,Card Dispute,Resolved,Account Services
257,59,97,Fee Refund,Pending,Account Services
258,27,1524,Failed Transfer,Closed,Customer Support
259,35,1111,Failed Transfer,Pending,Operations
260,37,652,Account Lockout,Closed,Customer Support
261,55,1682,Account Lockout,Closed,Customer Support
262,3,1297,Fee Refund,Resolved,Customer Support
263,64,1928,Account Lockout,Resolved,Operations
264,97,1970,Fee Refund,Open,Fraud Team
265,100,547,Failed Transfer,Escalated,Account Services
266,23,767,Account Lockout,Escalated,Customer Support
267,82,897,Fee Refund,Pending,Customer Support
268,9,1260,Failed Transfer,Pending,Customer Support
269,65,1407,Account Lockout,Resolved,Account Services
270,10,1143,Fee Refund,Closed,Fraud Team
271,14,426,Fraud Investigation,Closed,Operations
272,37,36,Failed Transfer,Pending,Account Services
273,43,844,Account Lockout,Closed,Customer Support
274,76,1075,Account Lockout,Closed,Fraud Team
275,42,1562,Account Lockout,Escalated,Operations
276,1,1283,Fraud Investigation,Pending,Customer Support
277,28,1994,Card Dispute,Pending,Customer Support
278,18,1852,Fraud Investigation,Open,Fraud Team
279,18,639,Fee Refund,Pending,Fraud Team
280,68,1145,Account Lockout,Closed,Fraud Team
281,43,442,Fraud Investigation,Open,Fraud Team
282,18,1151,Account Lockout,Open,Customer Support
283,15,287,Failed Transfer,Pending,Fraud Team
284,30,1420,Fraud Investigation,Pending,Customer Support
285,47,1553,Card Dispute,Open,Customer Support
286,91,332,Card Dispute,Resolved,Account Services
287,24,741,Fee Refund,Closed,Fraud Team
288,10,1594,Fee Refund,Closed,Account Services
289,55,507,Account Lockout,Resolved,Customer Support
290,78,1731,Fraud Investigation,Open,Operations
291,92,1864,Account Lockout,Closed,Fraud Team
292,9,111,Fee Refund,Closed,Account Services
293,27,188,Fraud Investigation,Open,Customer Support
294,18,881,Failed Transfer,Open,Account Services
295,92,667,Card Dispute,Pending,Account Services
296,24,408,Account Lockout,Closed,Fraud Team
297,24,1718,Fee Refund,Closed,Account Services
298,45,715,Failed Transfer,Open,Account Services
299,25,1159,Card Dispute,Escalated,Fraud Team
300,71,1743,Account Lockout,Open,Account Services
